procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  2 211860  16740  18252 213684    8    0     8  9100  256 64920 82 15  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0 211860  18360  18280 214900    0    0     0  7144  505 64939 84 14  2  0
 1  0 211860  15756  18304 217468   12    0    12     0  206 63298 84 13  2  0
 3  1 211860  20116  18312 207252    4    0   132 15288  269 59182 84 14  2  0
 1  0 211860  18964  18344 214216    8    0    12  5612  536 55082 85 13  0  2
 0  2 211860  18356  18356 213580    4    0     4 10348  376 60133 84 14  0  2
 1  0 211860  18204  18380 214968    4    0     8  6944  412 60168 91  9  0  0
 1  0 211860  18448  18388 214712    4    0     4  5148  313 71670 87 13  0  0
 1  0 211860  15984  18400 216944    4    0     4     0  205 67502 88 10  2  0
 1  0 211860  16328  18408 216952    0  400     0   400  243 64075 88  9  3  0
 1  0 211860  16032  18428 217128    0    0     0     0  203 60440 84 13  2  0
 1  1 211860  23972  18444 208876    8    0   136 26440  654 53968 83 15  0  2
 1  1 211860  18052  18452 214860    4    0    20 10352  468 65665 83 15  0  2
 1  1 211860  18644  18500 213140    0    0     4 10828  381 67024 83 15  2  0
 1  0 211860  15924  18520 217352    0    0     0   188  269 70326 90 10  0  0
 2  1 211860  21276  18528 210732    4    0     8 13240  372 68997 84 15  1  0
 1  0 211860  17220  18552 215996    8    0    12  6668  428 61946 83  9  2  6
 1  0 211860  17836  18584 215344    4    0    12  6220  335 66986 82 16  2  0
 1  0 211860  17532  18600 215628    4   24     4 10080  413 67045 79 18  0  2
 1  0 211860  17860  18608 215288    0    0     4  4432  294 67758 86 11  2  0
 2  0 211860  16688  18656 216404    4    0   132  8904  395 66423 84 13  2  0
 0  0 211860  17636  18672 215440    8    0     8  7800  364 71128 86 14  0  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0 211860  17220  18684 215820   52    0    52  6496  351 68039 87 11  2  0
 1  0 211860  15984  18712 217020    8    0     8     0  205 61825 88 10  2  0
 1  0 211860  16384  18724 216576    0    0     0     0  204 62318 85 12  2  0
 1  0 211860  16020  18740 216924    0    0     0     0  203 65848 84 13  2  0
 1  1 211860  23652  18740 205000  128    0   128 27732  576 62402 79 19  0  2
 1  0 211860  20940  18772 211568    4    0     4 10772  561 63036 81 16  2  0
 1  0 211860  16088  18792 216392    4    0   132  2060  252 71926 87 13  0  0
 1  1 211860  20228  17508 209352    0    0     0 13328  281 64537 87 10  2  0
 1  0 211860  18292  17668 215312    0    0   148  5464  498 65194 81 16  0  2
 1  0 211860  17396  17716 216152    4    0    20  9476  402 66673 85 12  0  2
 2  0 211860  17508  17748 216008    0    0     4  4872  305 68273 87 10  0  2
 3  0 211860  17672  17760 215828    4    0     8  8848  378 66698 81 16  0  2
 1  0 211860  15856  17768 217636    0    0     4     0  205 65324 85 12  2  0
 1  2 211860  20076  17776 213380    4    0    12 16264  505 66018 85 15  0  0
 3  0 211860  20040  17808 213408    0    0   128  8572  402 66782 85 13  0  1
 2  0 211860  16396  17852 217008    0    0     4  4424  307 62942 82 15  2  0
 1  0 211860  16732  17892 216628    4    0     8  9260  403 63609 82 15  1  2
 2  1 211860  21052  17912 212284    4    0     4  7344  347 64717 85 13  2  0
 1  0 211860  16648  17932 216668    4   28     8    32  197 64644 85 12  2  0
 0  0 211860  16012  17940 217284    8    0     8  9108  386 67473 84 16  0  0
 1  0 211860  16152  17968 217120    0    0     0  7560  361 62605 82 16  1  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 3  0 211860  16144  17988 217132    0    0   128     0  207 59781 86 11  3  0
 1  0 211860  16024  18000 217072  172    0   172     0  247 61012 82 11  3  4
 0  2 211860  22512  18008 210888    8    0     8 21868  613 34828 62 13  0 25
 0  0 211860  20424  18032 212944    8    0     8  5116  542 30378 55  5  9 30
 0  1 211860  16164  17384 217708    4    0     8  1588  239 69274 86 13  1  0
 0  1 211860  16844  17408 217144    4    0     8 10228  412 64834 82 14  3  0
 1  0 211860  16804  17420 217256    4    0    12  7988  366 70600 89 11  0  0
 0  0 211860  17660  17440 216380    0    0     0  8684  379 69157 88 12  0  0
 0  1 211860  16156  17472 217848    4    0    16  4468  301 66520 83 15  0  2
 0  2 211860  21012  17488 212688    4    0   132 14180  426 66566 84 14  2  0
 0  1 211860  16692  17544 217236    4    0    32  7076  442 67717 85 13  2  0
 0  0 211860  16276  17552 217636    4    0     4     0  205 69460 89  9  2  0
 0  1 211860  19484  17580 213848    0    0    28 11324  411 67375 87 11  0  2
 0  0 211860  17684  17604 216176    0    0   128  8076  435 67614 87 11  2  0
 0  1 211860  19092  17616 210192   48    0    52 11684  250 70914 86 14  0  0
 0  0 211860  18308  17624 215484    0    0     0   236  396 68345 83 15  0  2
 0  1 211860  18596  17668 215148    4    0    28 12208  455 66270 84 14  2  0
 0  1 211860  18636  17688 215240    4    0     4  5328  311 64945 84 14  0  2
 0  1 211860  17444  17720 216396    4    0    28  8832  391 57100 84 13  0  2
 0  0 211860  17252  17752 216624    0    0    24 11144  434 57657 81 17  0  2
 0  1 211860  17984  17776 213692    8    0    24  7552  269 66778 81 16  3  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 211860  16280  17796 217532    8    0    12  3928  378 68367 84 13  2  0
 0  1 211860  18616  17816 215172    4    0    16 10484  421 60232 86 14  0  0
 0  1 211860  16468  17832 216176    8    0    48 10104  350 63556 87 12  1  0
 0  0 211860  20436  17864 213080    0    0     4  6228  400 55660 86 12  0  2
 0  0 211860  16240  17884 217468    0    0     4     0  204 60899 85 13  2  0
 0  1 211860  21064  17884 209112    0    0     0 14740  324 60351 84 14  2  0
 0  0 211860  18552  17920 215116    0    0     4  4016  439 64468 86 11  2  0
 0  1 211860  16120  17940 217524    4    0     4     0  204 58797 86 11  2  0
 0  0 211860  15916  17956 217704    0    0     0     0  204 56774 87 11  2  0
 0  3 211860  17928  17976 207804    4    0    24 25060  349 60752 88 12  0  0
 0  1 211860  18688  17996 213884    4    0     8   292  550 64654 81 17  0  2
 0  1 211860  18404  18024 214960    0    0    12 15048  504 65652 80 17  0  3
 0  1 211860  17580  18080 215724    8    0    20  7516  379 68305 83 14  0  2
 0  0 211860  16016  18100 217264    0    0    20     0  211 63658 89  9  2  0
 0  0 211860  16128  18104 217148    0    0     0     0  203 62549 88 10  2  0
 0  2 211860  23500  18112 209220    0    0     8 20884  551 60349 86 12  0  2
 0  1 211860  17280  18132 215916    4    0    16  9964  455 67310 84 13  2  0
 0  0 211860  16000  18148 217180    0    0    28     0  211 71197 88 11  0  0
 0  2 211860  18804  18164 206416    4  232    12 18140  275 65604 81 18  1  0
 0  0 211860  21196  18176 211936    0    0    32   256  519 62942 87 10  0  2
 0  1 211860  16256  18180 216868    4    0    44     0  212 67723 84 13  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  2 211860  16208  18192 216864    4    0    16 21644  610 61585 84 13  0  2
 0  1 211860  20004  18224 212776    0    0     0  7940  334 58262 84 13  3  0
 0  1 211860  16004  18256 217244    4    0    20   152  249 66566 89  8  2  0
 0  1 211860  16096  18268 217132    4    0    20     0  208 65762 83 15  2  0
 0  1 211860  20208  18272 206164    8    0    20 21280  326 60917 88 12  0  0
 0  1 211860  20376  18284 212760    4    0   104  7100  572 66376 85 15  0  0
 0  0 211860  18708  18308 214472    0    0    68  6880  412 67591 83 15  0  2
 0  0 211860  16016  17620 217852    0    0     0     0  204 68427 84 13  2  0
 4  0 211860  18548  17640 207656    0    0   164 18244  249 60378 78 20  2  0
 3  2 211860  20908  17660 212964    0    0     0  4644  579 64177 85 12  0  2
 2  0 211860  16152  17712 217680    4    0    28  7680  380 60469 88 10  2  0
 2  0 211860  16176  17732 217632    4    0     4     0  204 67592 83 14  2  0
 2  1 211860  20104  17760 213624    0    0     0 16132  508 60810 88 12  0  0
 2  0 211860  16140  17780 217528    4    0     4   104  209 66749 92  7  1  0
 2  1 211860  19404  17792 213776    0    0     0 16852  454 59031 85 13  2  0
 2  0 211860  16056  17836 217288  264   60   264  4444  448 62648 76 15  2  7
 2  0 211860  19716  17848 213616    8    4    20  6752  348 35953 63  9 19  9
 1  0 211860  19540  17856 213780    0    0     0     0  203  1566 56  2 42  0
 2  0 211860  18916  17872 214396    0    0     0  5208  311 69521 89 11  0  0
 0  2 211860  16832  17888 215500    4    0     4 10368  364 68421 86 13  1  0
 1  0 211860  18188  17936 215092    4    0     4  7192  412 67337 86 11  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  1 211860  19236  17952 212496    4    0     8  8824  299 68349 86 12  2  0
 0  1 211860  16668  17984 216564   20    0    20  4444  384 67611 84 13  2  0
 4  2 211860  19300  18004 213688   52    0    76  9740  392 66929 82 16  0  2
 2  0 211836  19348  18048 213712    0    0   264  7772  423 58867 83 15  0  1
 0  1 211836  15880  18056 217136    4    0    40     0  209 71715 85 14  0  0
 0  2 211836  16776  18064 209700    4    0    20 15280  244 67524 83 17  0  0
 1  1 211836  16392  18084 216296    4    0    92  8448  588 66191 86 12  0  2
 2  0 211836  19420  18100 213536    0    0    28  5628  374 67152 81 16  3  0
 2  0 211836  18616  18112 214324    4    0     4  7324  356 67379 87 11  2  0
 2  0 211836  18672  18144 214232    4    0    36  7976  379 67464 87 11  1  1
 2  1 211836  17876  18148 213720    0    0    28  8104  299 67607 86 12  2  0
 2  0 211836  16216  18176 216660    0    0    68   184  281 67998 84 13  3  0
 0  2 211836  18468  18176 213424    4    0    72 12684  416 70673 85 15  0  0
 0  2 211836  17968  18196 214120    4    0     8  9760  455 66115 84 15  0  1
 2  1 211836  18308  18216 212964    0    0    16  7760  357 67900 88 11  0  0
 2  1 211836  21212  18244 210872    0    0    36  8216  398 66832 85 13  2  0
 2  0 211836  16620  18268 216184    0    0     0   208  263 66373 81 17  2  0
 3  2 211836  19092  18296 213584    0    0    16 15316  455 57014 84 13  0  2
 2  0 211836  20372  18328 212368    4    0    32  6776  397 67262 82 15  0  2
 1  0 211836  17796  18336 214936    0    0    12  6488  340 68269 86 13  1  0
 1  0 211836  16124  18376 216568    0    0    20     0  207 70918 88 12  0  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  1 211836  20292  18376 207172    0    0     4 16996  309 67371 83 15  2  0
 1  0 211836  19560  18428 213056    4    0    20  4876  513 67161 83 15  0  2
 0  2 211836  19704  18448 212888    4    0    16  8876  373 67264 89  9  2  0
 1  0 211836  18704  18480 213848    8    0    28  7564  369 60916 83 14  2  0
 1  0 211836  15824  18488 216716    4    0    44     0  213 69217 89  8  2  0
 1  0 211836  16116  18488 216420    0    0    12     0  207 67415 81 16  3  0
 0  2 211836  22204  18500 210344    0    0     0 19636  578 57411 81 17  0  2
 0  1 211836  17096  18524 215644    0    0    52 14148  588 95060 86 12  0  2
 0  0 211836  16984  18560 215720    0    0    32  4728  316 69987 82 16  2  0
 2  1 211836  20168  18576 210844    0    0     8 13268  389 69673 89 10  0  0
 0  0 211836  16556  18612 216088    4    0    16  5540  397 63292 86 12  0  1
 0  1 211836  16440  18640 216172    8    0    20  4276  297 69844 88 10  2  0
 0  2 211836  15944  18656 216332    4    0    96 13216  455 64245 83 15  0  2
 0  0 211836  16116  18668 216492    0    0    68    96  236 63382 85 13  2  0
 0  1 211836  22580  18684 210012    4    0     4 11620  425 64464 83 15  0  2
 0  0 211836  17464  18684 215124    0    0   128     0  208 66187 88 10  2  0
 2  0 211836  16024  18696 216552    0    0     0     0  203 66334 85 12  2  0
 0  1 211836  18700  18736 213896    4  140     4 17760  536 67250 83 17  0  0
 0  1 211836  18060  18756 214500    4    0     4 11540  429 63608 81 17  1  0
 0  2 211836  18520  18760 213532    4    0     4  9504  336 57319 87 10  2  0
 0  0 211836  16016  18784 216512    0    0     0   220  263 58062 72 26  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  1 211836  19036  18808 213468    4    0     4 11844  429 56760 59 38  0  2
 0  0 211836  15968  18864 216616    0    0    12  9720  412 63890 65 33  1  1
 0  0 211836  16224  18872 216352    0    0     0     0  204 67583 75 25  0  0
 0  0 211836  18584  18908 213956    0    0     0 16284  531 67637 78 22  0  0
 0  0 211836  19080  18920 213276    0    0     0  6964  349 63463 83 15  2  0
 0  0 211836  19628  18948 212872    0    0    16  8620  387 60754 83 15  2  0
 0  0 211836  16304  18964 216180    0    0    16   936  229 65060 82 17  1  0
 0  0 211836  16316  18996 216148    0    0    12 13544  485 64645 79 19  0  2
 0  1 211836  16496  19020 215908   32    0   124  3328  305 60797 82 15  2  0
 1  1 211836  17032  19052 215328    0    0   180 10788  430 58277 84 14  0  1
 0  1 211836  17028  19064 215328    4    0     4  2368  266   197 59  5 28  8
 0  0 211836  16272  19088 215908  152    0   152  1184  271 44204 77 10 10  3
 0  1 211836  16452  19124 215696    4    0     4  3808  283 68370 85 14  1  0
 0  1 211836  15976  19124 216168    4    0     4     0  205 69729 82 16  2  0
 1  1 211836  16160  19140 215956    4    0     4     0  204 68699 82 16  1  0
 0  1 211836  18164  19140 201776    0    0     0 26788  266 67187 81 16  2  0
 0  1 211836  16672  19144 207460    0    0    32  1976  454 71054 81 19  0  0
 0  1 211836  16276  19160 212616    0    0    12 15280  496 67125 82 17  0  1
 0  1 211836  19300  19168 211240    0    0    36  6860  544 67133 83 15  0  2
 0  0 211836  16240  19200 215604    4    0    40   164  285 68484 81 16  3  0
 0  2 211836  19752  19228 212044    4    0    84 16152  512 65683 81 17  1  1
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  1 211836  15936  19248 215852    4    0   132    84  234 62130 84 14  2  0
 0  0 211836  15952  19260 215820    4    0     4  8420  376 65259 86 12  2  0
 0  0 211836  16768  19272 214988    4    0     8 11272  434 71017 84 15  0  0
 0  1 211836  16136  19296 215588    4    0     4  3116  270 68466 83 16  0  0
 0  1 211836  18664  19304 213036    0    0     4  9664  418 67125 81 17  2  0
 0  1 211836  16060  19340 215568    4    0    64  8780  410 67435 82 15  0  2
 0  0 211836  15940  19348 215668    4    0     8  3936  285 63348 83 15  2  0
 0  0 211836  16024  19364 215516    4    0     4  9572  392 61275 84 14  0  2
 0  0 211836  16208  19372 215320    4    0     4     0  204 64528 83 13  2  1
 0  1 211836  18856  19400 212624    8    0     8 20076  536 66919 82 15  0  3
 0  1 211836  16140  19432 215316    4    0     4    96  260 71966 89 11  0  0
 0  1 211836  16204  19440 215220    4    0     4     0  206 65171 89 10  1  0
 0  2 211836  22292  18944 209600    8    0     8 17300  510 61541 83 15  1  0
 0  0 211836  19044  16552 215164    0    0    24 12652  535 82367 82 17  2  0
 0  0 211836  17760  16600 216400    0    0    20  5376  319 69130 82 15  2  0
 0  2 211836  18232  16604 213080    4    0    12  9060  325 72411 86 11  3  0
 0  1 211836  19780  16636 214252   68    0    76  6468  432 71311 79 19  0  2
 0  1 211836  20480  16648 213372    0    0    68  9604  362 65606 82 16  2  0
 0  0 211836  16244  16672 217732    0    0     8   224  248 68797 86 12  2  0
 0  0 211836  19332  16676 214640    0  160    12 12232  454 66014 84 14  2  0
 1  0 211836  16336  16688 217620    0   12    56    12  211 73444 88 12  0  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  1 211836  16084  16700 217856    4    0    76 12432  441 66943 84 13  0  3
 0  1 211836  17244  16724 216632    0    0     8 13924  462 65810 80 17  2  0
 0  1 211836  17184  16772 216660    4    0    20  3588  310 67894 84 14  0  2
 0  0 211836  16764  16792 217228    0    0   128  9788  407 67183 83 15  1  0
 0  2 211836  18432  16812 214664    4    0     8  8508  313 68229 85 13  2  0
 0  0 211836  15952  16832 218000    0    0     0   196  270 61416 84 14  2  0
 0  0 211836  15936  16840 218008    0    0     0     0  203 58341 87 11  2  0
 0  2 211836  20828  16852 213208    0    0     0 22592  598 61852 86 14  0  0
 0  1 211836  16200  16884 217828    4    0     8  3664  305 66379 82 15  0  3
 0  1 211836  19824  16900 214184    8    0     8  9344  391 63764 85 12  2  0
 0  1 211836  19092  16912 214776   52    0   368 10812  447 68041 86 12  2  0
 0  1 211836  15820  16952 218080    4    0   140    76  223 67647 86 12  2  0
 0  1 211836  22160  16996 210548    0    0    40 12556  375 68154 83 15  0  2
 0  1 211836  16892  17028 216572    0    0    16 10552  471 67595 87 11  2  0
 0  1 211836  17788  17048 216012    4    0     4  3888  314 68253 84 14  2  0
 0  0 211836  15948  17068 217828    0    0    12     0  208 69467 88 12  0  0
 0  0 211836  19424  17100 214404    0    0     4 16620  521 61360 80 17  2  0
 0  2 211836  18088  17108 213944    4    0     4  9500  317 67420 83 15  2  0
 0  1 211836  19224  17152 213432    0    0     8  6684  371 65231 83 15  2  0
 0  0 211836  15844  17188 217972    0    0     8   168  269 63712 81 17  2  0
 0  1 211836  20520  17200 213268    0    0    24 14280  474 63925 88 11  0  1
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 211836  20092  17224 213624   40    0   116  8272  402 59126 85 12  2  0
 0  0 211836  19304  17268 214332    4    0    12  6996  350 66520 84 16  0  0
 0  1 211836  19676  17292 213908    0    0    36  7660  417 68021 82 18  0  0
 0  0 211836  16300  17344 217208    0    0    40  6976  373 65342 82 16  2  0
 0  0 211836  16860  17368 216620    0    0    12  5820  329 67162 81 17  0  2
 0  1 211836  22184  17388 210068    0    0    24 10332  333 61296 82 17  1  0
 0  1 211836  17496  17428 215896    4    0    48  8064  449 68811 88 10  2  0
 0  0 211836  17924  17460 215476    0    0    16  4960  338 64721 87 10  3  0
 1  0 211836  16264  17484 217108    0    0    16     0  207 68568 86 12  2  0
 0  1 211836  16100  17492 217256    4    0    16     0  205 72450 88 12  0  0
 0  1 211836  21928  17492 205040    0    0     0 23464  374 63104 82 17  0  0
 1  0 211836  25948  17500 207180    0    0     0   272  521 13737 58  7  6 28
 0  0 211836  23644  17520 209464    4    0    44  5388  325 28494 70  3 15 11
 0  0 211836  17380  17536 215712    0    0     8  2184  252 66357 87 11  1  0
 0  1 211836  17260  17560 215804    4    0    28  8884  386 67545 82 15  2  0
 0  0 211836  16296  17580 216748    0    0    28     0  210 71557 88 12  0  0
 0  1 211836  20608  17596 212412    0    0     8 18844  557 66429 87 13  0  0
 0  1 211836  16344  17624 216652    4    0    12  1488  244 68510 85 13  2  0
 0  2 211836  20248  17636 213028    4    0    88 14500  466 67352 82 15  2  0
 4  1 211836  19316  17672 213196    0    0    60  8100  366 65461 83 15  0  2
 2  0 211836  16432  17692 216820    4    0    16  2192  280 68235 85 12  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  1 211836  19044  17712 213044    0    0     0 12692  393 67062 86 12  2  0
 1  0 211836  16616  17768 216556    0    0    40  5556  394 68683 84 15  1  0
 2  0 211836  17228  17776 215940    0    0    16  5584  322 69938 85 14  0  0
 2  1 211836  20820  17800 211432    0    0    32 10332  353 65804 80 19  1  0
 2  1 211836  19948  17816 212220    0    0    36  8240  377 65191 83 14  2  0
 0  2 211836  18888  17848 212924    4    0    32  6704  337 67516 81 17  2  0
 2  0 211836  16652  17868 216416    4    0    48   180  283 68092 86 11  2  0
 2  1 211836  22540  17872 209152    0    4    52 14004  427 59765 87  9  0  3
 2  0 211836  17516  17888 215528   12    0    64   232  263 65013 86 11  2  0
 2  2 211836  19360  17916 209284    4    0   392 15488  400 61323 85 14  0  0
 2  1 211836  18624  17212 215064   16    0    68  7324  503 59564 79 12  0  9
 1  1 211836  19680  17248 214160    0    0     4  8576  393 67926 86 12  2  0
 2  1 211836  17524  17264 213924    0    0     0  7192  249 67608 83 15  2  0
 2  0 211836  16048  17296 217832    0    0   132  3640  391 68044 82 15  2  0
 0  2 211836  17168  17312 216680    4    0    28 10204  402 66862 84 13  0  2
 3  0 211836  21320  17328 212396    0    0     0  7664  335 67339 83 15  0  2
 1  0 211836  16596  17360 217152    4    0    32  7988  410 68756 85 15  0  0
 2  0 211836  15972  17380 217756    0    0   128     0  210 64556 88  9  2  0
 2  0 211836  15892  17384 217832    0    0     0     0  203 61773 87 11  2  0
 1  0 211836  16088  17384 217556    4    0     4     0  205 67088 85 13  2  0
 2  1 211836  22420  17392 205960    0    0     0 26648  492 61890 79 19  0  2
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 3  1 211836  22840  17408 210160   52    0    52     0  451 39929 55 11  0 34
 0  2 211836  18060  17424 214672   72    0    72 13992  495 55019 69 15  0 16
 2  0 211836  17732  17456 215592    4  112     8  4472  342 65539 87 11  0  2
 2  0 211836  16152  17468 217156    0    0     4     0  206 68569 86 12  2  0
 0  2 211836  20968  17492 210396    4    0     4 16152  418 66005 79 18  0  3
 1  1 211836  16856  17504 216392    4    0   136  9912  524 67729 83 15  0  2
 2  0 211836  19788  17544 213524    0    0    16  6588  357 70604 87 13  0  0
 2  0 211836  16032  17548 217276    0    0    12     0  205 67890 84 15  0  0
 2  0 211836  15936  17568 217352    0    0     4     0  204 68682 88 10  2  0
 2  1 211836  20132  17592 213096    0    0     0 22136  614 66166 80 17  0  2
 0  1 211836  16100  17620 217132    4    0     4  5968  355 67766 84 14  0  2
 1  0 211836  16144  17628 217084    0    0     0     0  204 67258 86 12  2  0
 2  1 211836  20104  17628 205852    0    0     0 17876  306 66885 82 15  2  0
 2  1 211836  19896  17640 213232    4    0   132  9064  605 67576 79 17  0  4
 1  0 211836  16100  17700 217040    0    0     0  1564  284 66863 88 12  0  0
 2  1 211836  16060  17744 216372    0    0    44 12416  405 66245 80 16  3  0
 1  0 211836  17268  17780 215784    4    0    28  4536  361 66897 85 13  2  0
 1  0 211836  17660  17796 215372    4    0     4  6760  340 68316 80 18  0  2
 1  2 211836  16872  17632 216060    4    0   136 10920  421 66288 83 15  0  1
 2  0 211836  17572  17232 216024    0    0     0  3464  291 66892 86 11  3  0
 2  0 211836  16180  17232 217412    0    0     0     0  205 71346 87 12  1  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  1 211836  21440  17232 209068    0    0     4 15876  399 67908 87 13  0  0
 0  2 211836  17636  17240 215812    4    0     4  7724  499 67020 84 14  0  2
 1  0 211836  16356  17272 217244    0    0   128  3124  279 67340 82 15  2  0
 1  1 211836  19284  17288 214224    0    0     0 13868  458 67542 81 17  0  1
 1  0 211836  16188  17316 217312    4    0    36  3912  317 67153 87 11  1  0
 1  1 211836  18464  17332 215008    0    0     0 10844  418 55775 79 12  0  9
 1  0 211836  18472  17336 215008    0    0     0    84  215   171 54  2 39  4
 0  2 211836  18316  17356 214864    4    0     8  6136  317 58260 83 12  5  0
 1  0 211836  18932  17384 214580    4    0    20  5444  342 66677 78 20  2  0
 1  0 211836  18792  17392 214708    0    0    12  6136  332 66723 84 14  2  0
 1  0 211836  18396  17408 215084    4    0     4  6884  345 68146 80 17  0  2
 1  0 211836  17612  17420 215848    4    0     8  7060  348 67736 83 15  2  0
 1  0 211836  18052  17440 215388    0    0     0 10840  422 66815 81 16  0  2
 1  0 211836  17508  17464 215908    0    0   128  3600  283 71416 89 11  0  0
 1  0 211836  16180  17480 217216    4    0     4     0  205 68366 84 14  1  0
 2  0 211836  15852  17496 217524    4    0     4     0  204 67264 86 12  2  0
 0  2 211836  23036  17536 210172    4    0     8 26504  604 60398 84 14  0  2
 1  0 211836  18052  17568 215180    0    0     0  3988  371 63040 85 12  1  1
 1  0 211836  17820  17600 215376    4    0     4  5348  316 66486 88  9  2  0
 1  0 211836  16868  17620 216304    0    0   164  6288  338 66266 84 13  3  0
 1  1 211836  20488  17624 209328    0    0    12 12596  304 67136 83 17  0  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0 211836  17956  17664 215148    4    0     8  7484  502 64127 80 18  0  2
 1  0 211836  16240  17672 216836    8    0    12     0  207 67399 86 11  2  0
 1  0 211836  19516  17680 213428  124    0   160 10952  449 64233 87 10  0  3
 1  0 211836  16304  17680 216640    0    0     0     0  206 63759 84 13  2  0
 2  0 211836  19044  17688 206804    0    0     0 19884  250 56655 83 14  2  0
 1  1 211836  18756  17704 210656    4    0     4   208  559 64177 85 13  0  2
 2  2 211836  18256  17720 214024    0    0   128 14852  459 67679 83 14  0  3
 2  0 211836  15724  17768 217008    0    0    12  3556  322 69715 85 15  0  0
 1  0 211836  16020  17804 216676    0    0     0     0  203 68099 87 10  2  0
 1  0 211836  16112  17816 216568    4    0     4     0  207 68184 83 14  2  0
 2  0 211836  16372  17816 216272    4    0     4     0  203 68572 88 10  2  0
 1  1 211836  19112  17816 199004    0    0    12 32980  275 65787 86 12  2  0
 1  1 211836  25332  17816 205432    0    0    16     0  653 66191 85 12  0  2
 1  1 211836  19680  17848 212584    0    0    28 14284  527 66638 81 17  0  2
 2  0 211836  16204  17892 216020    0    0   128  5572  345 71870 89 11  0  0
 1  1 211836  18812  17892 209828    0    0     0 10088  237 67380 86 11  2  0
 2  0 211836  16240  17912 215964    0    0     0   220  404 67238 81 16  0  3
 2  0 211836  16020  17944 216144    4    0     4 10620  419 66769 88 10  0  2
 2  0 211836  17524  17976 214616    4    0    20  9408  409 68399 86 11  1  1
 1  0 211836  15984  18000 216132    0    0     4     0  205 68602 81 16  2  0
 1  0 211836  16076  18008 216032    0    0     0     0  203 69353 83 14  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 211836  20832  18020 210060    0    0     0 25316  576 70843 79 19  0  2
 2  1 211836  16464  18064 215584    4    0   132  7944  491 66266 82 18  0  0
 1  1 211836  16784  18076 211912    4    0    20  7940  227 67903 88 11  1  0
 0  1 211836  18420  18088 212264    0    0     4  6760  389 66777 84 13  1  1
 0  1 211836  15984  18128 215992    4    0     4  5612  417 65174 87 10  2  0
 0  1 211836  19924  18156 211544    0    0     0  8840  358 64104 89  8  2  0
 0  0 211836  16532  18172 215396    0    0     4  1992  281 66504 87 11  2  0
 3  0 211836  17688  18204 214312    0    0     8  6784  347 65340 87 12  1  0
 0  1 211836  20764  18216 211224    0    0    28 10260  405 66204 84 16  0  0
 2  0 211836  16460  16716 217136    0    0   132  8292  384 64899 85 13  0  2
 0  1 211836  20488  16316 213444   64    0   224  8412  406 65071 81 16  2  0
 0  1 211836  16084  16332 217828    4    0    16     0  206 65381 83 15  2  0
 0  2 211836  20836  16340 209712    8    0     8 14248  323 58689 81 16  2  0
 0  0 211836  18176  16360 215696    0    0     0   244  353 63454 85 12  2  0
 0  1 211836  19124  16372 211244    0    0    32 14340  328 60931 83 17  0  0
 0  0 211836  17344  16412 216488    0    0     4  8152  517 60918 85 15  0  0
 0  1 211836  16392  16420 217428    4    0     4     0  204 57141 84 13  3  0
 0  1 211836  19964  16444 213644    0    0   132 16300  488 62507 86 13  1  0
 0  0 211836  16256  16472 217464   44    0    72  5728  383 67681 88 10  2  0
 0  0 211836  16792  16492 216912    0    0     0  3216  270 67759 86 11  3  0
